	Sec	RespSize
0	0.0	0.10999999999999999
1	0.1	0.10738680755786131
2	0.2	0.1048023608411389
3	0.3	0.10227509184423336
4	0.4	0.0998328084402165
5	0.5	0.09750239063792199
6	0.6	0.09530949672546143
7	0.7	0.09327828243846531
8	0.8	0.09143113615854186
9	0.9	0.08978843298380844
10	1.0	0.08836831032043649
11	1.1	0.08718646742379428
12	1.2	0.08625599107207398
13	1.3	0.0855872092865966
14	1.4	0.08518757472388318
15	1.5	0.08506157905783936
16	1.6	0.08521069934899844
17	1.7	0.08563337706482016
18	1.8	0.08632503007380848
19	1.9	0.08727809759004221
20	2.0	0.08848211769703355
21	2.1	0.08992383673410931
22	2.2	0.09158734948822142
23	2.3	0.09345426880269198
24	2.4	0.0955039228952809
25	2.5	0.09771357837444228
26	2.6	0.10005868665790499
27	2.7	0.10251315123481101
28	2.8	0.10504961297444204
29	2.9	0.10763975047370694
30	3.0	0.11025459225447143
31	3.1	0.11286483747263551
32	3.2	0.11544118168546783
33	3.3	0.11795464414364279
34	3.4	0.12037689303091915
35	3.5	0.12268056506831787
36	3.6	0.12483957593152176
37	3.7	0.12682941800015896
38	3.8	0.1286274420654106
39	3.9	0.13021311976736274
40	4.0	0.131568283714689
41	4.1	0.13267734245519647
42	4.2	0.13352746771470678
43	4.3	0.1341087516015266
44	4.4	0.13441433178187126
45	4.5	0.13444048296519567
46	4.6	0.1341866733942907
47	4.7	0.13365558540976008
48	4.8	0.13285309954838292
49	4.9	0.13178824203593234
50	5.0	0.13047309594311368
51	5.1	0.1289226766840953
52	5.2	0.1271547729462061
53	5.3	0.1251897545422664
54	5.4	0.1230503490691735
55	5.5	0.12076138963327461
56	5.6	0.11834953626027782
57	5.7	0.11584297394066351
58	5.8	0.11327109056658848
59	5.9	0.11066413828919497
60	6.0	0.10805288206235546
61	6.1	0.10546823933683662
62	6.2	0.10294091502464525
63	6.3	0.10050103596430543
64	6.4	0.09817778918184913
65	6.5	0.09599906825768384
66	6.6	0.09399113207505043
67	6.7	0.09217828014085988
68	6.8	0.09058254853421835
69	6.9	0.08922343035241252
70	7.0	0.08811762428962674
71	7.1	0.0872788147018804
72	7.2	0.08671748618489854
73	7.3	0.08644077532272516
74	7.4	0.0864523618573026
75	7.5	0.08675240108696224
76	7.6	0.08733749882931378
77	7.7	0.08820072978637403
78	7.8	0.08933169963237614
79	7.9	0.09071665061336355
80	8.0	0.09233860990854562
81	8.1	0.09417757946289243
82	8.2	0.09621076546517626
83	8.3	0.09841284512236127
84	8.4	0.10075626787667102
85	8.5	0.10321158773255742
86	8.6	0.10574782291375429
87	8.7	0.1083328386620294
88	8.8	0.11093374862522631
89	8.9	0.11351732996842992
90	9.0	0.11605044708382595
91	9.1	0.11850047857672288
92	9.2	0.12083574207132057
93	9.3	0.12302591131346413
94	9.4	0.12504242005137425
95	9.5	0.12685884725092084
96	9.6	0.12845127835023126
97	9.7	0.1297986374792085
98	9.8	0.13088298586181815
99	9.9	0.13168978198075326
100	10.0	0.13220809951228296
101	10.1	0.13243079952973225
102	10.2	0.1323546540221711
103	10.3	0.13198041837462088
104	10.4	0.13131285110065666
105	10.5	0.13036067980011395
106	10.6	0.12913651302537987
107	10.7	0.12765669847049094
108	10.8	0.12594112863845452
109	10.9	0.1240129958839042
110	11.0	0.12189849946012103
111	11.1	0.11962650791116902
112	11.2	0.11722818083091181
113	11.3	0.11473655465064571
114	11.4	0.11218609770588925
115	11.5	0.10961224036083239
116	11.6	0.10705088642695913
117	11.7	0.10453791249202866
118	11.8	0.10210866206942189
119	11.9	0.09979744167933463
120	12.0	0.09763702607707102
121	12.1	0.09565817984567515
122	12.2	0.093889202467614
123	12.3	0.09235550378192471
124	12.4	0.09107921641944162
125	12.5	0.09007885139125285
126	12.6	0.08936900248786092
127	12.7	0.08896010453368862
128	12.8	0.08885824984022722
129	12.9	0.08906506641945418
130	13.0	0.08957766066680636
131	13.1	0.0903886263110133
132	13.2	0.09148612046874378
133	13.3	0.09285400664868125
134	13.4	0.09447206353661695
135	13.5	0.09631625737549127
136	13.6	0.09835907474757641
137	13.7	0.10056991158606751
138	13.8	0.10291551330613509
139	13.9	0.10536046006674213
140	14.0	0.10786769036949828
141	14.1	0.11039905548408792
142	14.2	0.11291589657493946
143	14.3	0.11537963590317428
144	14.4	0.11775237310235467
145	14.5	0.11999747728535445
146	14.6	0.12208016564006853
147	14.7	0.12396805921887974
148	14.8	0.12563170682375216
149	14.9	0.1270450682361189
150	15.0	0.12818594853651363
151	15.1	0.12903637589878347
152	15.2	0.1295829160208439
153	15.3	0.12981691725892341
154	15.4	0.12973468155333884
155	15.5	0.1293375573569971
156	15.6	0.1286319519868749
157	15.7	0.12762926209562517
158	15.8	0.1263457222854696
159	15.9	0.12480217323857269
160	16.0	0.12302375209500632
161	16.1	0.12103950914836661
162	16.2	0.11888195622692581
163	16.3	0.11658655336179438
164	16.4	0.11419114149032347
165	16.5	0.1117353299811408
166	16.6	0.10925984867638987
167	16.7	0.10680587490816686
168	16.8	0.10441434654321069
169	16.9	0.10212527252838888
170	17.0	0.09997705263800771
171	17.1	0.09800581815412258
172	17.2	0.09624480503774466
173	17.3	0.09472377077059906
174	17.4	0.09346846546592855
175	17.5	0.09250016706851344
176	17.6	0.09183528949804959
177	17.7	0.09148507144935566
178	17.8	0.09145535226415501
179	17.9	0.09174643985225032
180	18.0	0.09235307408765886
181	18.1	0.0932644874632607
182	18.2	0.09446456308356155
183	18.3	0.09593208833894025
184	18.4	0.09764110086721378
185	18.5	0.0995613217012594
186	18.6	0.10165866885672423
187	18.7	0.10389584306308773
188	18.8	0.10623297591505543
189	18.9	0.1086283294483893
190	19.0	0.11103903505155864
191	19.1	0.11342185873596579
192	19.2	0.1157339791236417
193	19.3	0.11793376408907319
194	19.4	0.11998153182389612
195	19.5	0.12184028218768318
196	19.6	0.12347638456824715
197	19.7	0.12486020909906534
198	19.8	0.12596668896276267
199	19.9	0.12677580263616434
200	20.0	0.1272729662873312
201	20.1	0.12744932809653708
202	20.2	0.12730195801520058
203	20.3	0.12683392836913082
204	20.4	0.12605428272134256
205	20.5	0.12497789249840463
206	20.6	0.12362520301377625
207	20.7	0.12202187265122899
208	20.8	0.12019831105981067
209	20.9	0.11818912421743824
210	21.0	0.11603247610247981
211	21.1	0.11376937843265485
212	21.2	0.11144292145173335
213	21.3	0.10909746003365084
214	21.4	0.1067777704015385
215	21.5	0.10452819350126336
216	21.6	0.10239178150612381
217	21.7	0.10040946404784996
218	21.8	0.09861925056170735
219	21.9	0.09705548459940974
220	22.0	0.09574816510841627
221	22.1	0.0947223485123396
222	22.2	0.0939976439733901
223	22.3	0.09358781249903898
224	22.4	0.09350047860220198
225	22.5	0.09373696107332832
226	22.6	0.09429222711457136
227	22.7	0.095154971665332
228	22.8	0.09630782126255259
229	22.9	0.09772765927792237
230	23.0	0.09938606690845754
231	23.1	0.10124987191758958
232	23.2	0.10328179488078754
233	23.3	0.1054411806306009
234	23.4	0.1076848007654887
235	23.5	0.10996771152543929
236	23.6	0.11224415008067323
237	23.7	0.11446845135734113
238	23.8	0.1165959669591312
239	23.9	0.11858396755202238
240	24.0	0.12039251026936337
241	24.1	0.12198525326641996
242	24.2	0.12333020049991415
243	24.3	0.12440036111326858
244	24.4	0.12517430944891017
245	24.5	0.12563663365436764
246	24.6	0.12577826306144357
247	24.7	0.12559666695383753
248	24.8	0.12509591994931277
249	24.9	0.12428663195468546
250	25.0	0.12318574344920223
251	25.1	0.12181618965590457
252	25.2	0.1202064399122027
253	25.3	0.11838992119144251
254	25.4	0.11640433719984444
255	25.5	0.1142908967239252
256	25.6	0.11209346688270512
257	25.7	0.10985766860228985
258	25.8	0.1076299329398036
259	25.9	0.10545653780838087
260	26.0	0.10338264517221417
261	26.1	0.10145135887632574
262	26.2	0.09970282294450956
263	26.3	0.09817337942472054
264	26.4	0.09689480369713784
265	26.5	0.09589363360825556
266	26.6	0.09519060688526357
267	26.7	0.09480021905727015
268	26.8	0.0947304116093499
269	26.9	0.09498239737402432
270	27.0	0.09555062727979023
271	27.1	0.0964228995888535
272	27.2	0.09758060973009516
273	27.3	0.09899913583354036
274	27.4	0.10064835216410567
275	27.5	0.10249325989846991
276	27.6	0.10449472214983832
277	27.7	0.10661028787714143
278	27.8	0.1087950873681551
279	27.9	0.11100278040381106
280	28.0	0.11318653702941532
281	28.1	0.11530003010494691
282	28.2	0.11729841849908555
283	28.3	0.11913929993854343
284	28.4	0.12078361312409976
285	28.5	0.12219646976603205
286	28.6	0.12334789865322353
287	28.7	0.1242134857216762
288	28.8	0.12477489629035324
289	28.9	0.1250202681382994
290	29.0	0.12494446685311753
291	29.1	0.12454919782773038
292	29.2	0.12384297235621912
293	29.3	0.12284092841373224
294	29.4	0.12156450983186354
295	29.5	0.12004101063138088
296	29.6	0.1183029941821803
297	29.7	0.1163875995622855
